id,datetime,document_text,city
131,2025-08-09 11:54:00,Customer at 2647 Highland Ave reported smoke detector beeping intermittently. Found battery at end of life with significant dust buildup on sensor chamber. Replaced battery and cleaned unit — tested successfully.,Provo
132,2025-10-10 08:25:00,Service call at 2647 Highland Ave for app not updating sensor status. Panel Wi-Fi was connected but DNS was failing. Reconfigured network settings and restored real-time status updates.,Lehi
133,2025-07-14 16:08:00,System at 1619 Northfield Blvd failed to send alarm signal during test. Cellular communicator module was 3G — network has been sunset in this area. Upgraded to LTE module and confirmed signal strength at 3 bars.,Lehi
134,2024-03-25 12:42:00,Install at 7012 Hickory Dr had complications — unexpected plaster walls making drilling difficult. Took 5.9 hours instead of the estimated 3.3. Customer requested callback from supervisor.,Provo
135,2024-05-15 16:14:00,Service call at 3627 Brookside Ln for door sensor on kitchen window not communicating with panel. Found magnetic alignment was off by 1/4 inch after recent door adjustment. Realigned sensor and tested — now reporting correctly.,Lehi
136,2025-06-27 16:00:00,Customer at 5981 Harbor Cir reporting constant beeping from keypad that won't stop. Found tamper switch was partially triggered due to loose mounting. Remounted keypad securely and cleared tamper alert.,Provo
137,2025-10-22 08:15:00,Customer at 1774 Eastgate Way reported blurry camera image on backyard camera. Lens had spider web and debris buildup. Cleaned lens and housing — image quality restored. Adjusted motion zone settings.,Provo
138,2024-11-20 09:24:00,Video feed from 1619 Northfield Blvd front walkway camera cutting out intermittently. Traced to loose BNC connector at camera end. Re-terminated cable and secured connection — feed is stable.,Salt Lake City
139,2024-03-26 11:05:00,Service visit at 2647 Highland Ave — panel showing AC power loss. Traced issue to blown fuse on dedicated security circuit. Restored AC power and confirmed battery backup was charging correctly.,Salt Lake City
140,2024-05-02 07:45:00,"Panel battery replacement at 1524 Cherry Pl. Customer reported chirping for 2 days. Battery was 4 years old and wouldn't hold charge above 10.6V. Installed new battery, cleared low battery alert.",Lehi
141,2025-04-11 15:23:00,Video feed from 4112 Pine Ln pool area camera cutting out intermittently. Traced to loose BNC connector at camera end. Re-terminated cable and secured connection — feed is stable.,Provo
142,2026-04-02 18:47:00,"Full security package installation at 4657 River Blvd. 8 sensors, 1 cameras, doorbell cam, and smart lock configured. Completed in 3.2 hours. Homeowner mentioned they'd recommend us to their neighbors.",Salt Lake City
143,2024-02-17 13:04:00,"System at 7024 Prairie Cir dropped offline after power outage. Cellular module needed manual reset. Rebooted communicator, verified connection, and tested alarm signal to central station.",Salt Lake City
144,2024-01-25 10:34:00,False alarm investigation at 6973 Ridge Ave. Motion detector in den triggering at night due to pet movement (cat jumping on furniture). Relocated sensor and added pet immunity lens — customer has a 65lb golden retriever.,Salt Lake City
145,2026-02-04 08:37:00,Touchscreen keypad at 1779 Willow Blvd had unresponsive area in lower right quadrant. Screen was 5 years old. Replaced keypad and transferred user codes — all functions verified.,Salt Lake City
146,2024-04-21 09:06:00,Alarm at 7012 Hickory Dr failed to report during quarterly test. 3G module was intermittent — carrier towers no longer supporting 3G in this zip code. Swapped to LTE communicator and ran successful test.,Lehi
147,2025-02-09 15:03:00,Installed Smart Hub panel with 11 door/window sensors and 5 outdoor cameras at 9295 Dogwood Cir. Job took 2.1 hours including customer walkthrough. Homeowner mentioned they'd recommend us to their neighbors.,Salt Lake City
148,2024-03-04 10:08:00,Customer at 588 Magnolia Ave reported system showing offline in app. Wi-Fi module lost connection after router was replaced. Reconnected system to new network and verified cloud connectivity.,Lehi
149,2025-05-23 07:24:00,"Full security package installation at 206 Mountain Rd. 8 sensors, 4 cameras, doorbell cam, and smart lock configured. Completed in 4.7 hours. Customer was impressed with the app walkthrough and doorbell camera quality.",Provo
150,2025-07-17 14:03:00,Installed SkyControl panel with 12 door/window sensors and 1 outdoor cameras at 2386 Birch Way. Job took 3.3 hours including customer walkthrough. Customer mentioned this was much better than their previous provider.,Lehi
151,2025-08-02 15:20:00,"Completed full home security installation at 7459 Creek Ct. SkyControl panel, 4 door/window sensors, and 3 cameras installed in 3.0 hours. Customer was impressed with the technology.",Salt Lake City
152,2024-04-12 10:42:00,Difficult install at 3911 Juniper Way due to thick stone walls requiring special mounting hardware. Spent 4.8 hours on-site. Left extra business cards — customer said they'd think about upgrading.,Provo
153,2025-08-04 16:09:00,Keypad at 1619 Northfield Blvd displaying error code E-10. Reset keypad and re-enrolled to panel. Issue was caused by corrupted firmware — reflashed and keypad is operational.,Provo
154,2024-03-01 07:09:00,Customer at 6324 Southpark Rd complained panel touchscreen was sluggish and freezing. Firmware update resolved the issue — panel was running version from 2022. All zones tested OK after update.,Lehi
155,2025-11-12 16:52:00,Service call at 620 Walnut St — system not communicating with central station. Found cellular module antenna cable was loose. Reconnected and confirmed signal test to monitoring center.,Provo
156,2025-04-02 07:16:00,"New system install at 1635 Sycamore Ln finished in 3.1 hours. Set up 4 entry sensors, 4 motion detectors, and a smart thermostat integration. Homeowner mentioned they'd recommend us to their neighbors.",Lehi
157,2025-01-22 12:34:00,"New construction install at 7459 Creek Ct. Pre-wired 6 sensors and 4 cameras, mounted SkyControl panel in utility closet. Total time 4.4 hours. Customer was impressed with the app walkthrough and doorbell camera quality.",Provo
158,2024-09-24 08:04:00,"Standard install at 9028 Valley St with 12 door/window sensors, 3 motion detectors, smoke detector, and CO detector. Completed in 2.5 hours. Customer was very pleased with the installation and tipped the technician.",Lehi
159,2025-09-13 13:10:00,"Full security package installation at 4112 Pine Ln. 12 sensors, 6 cameras, doorbell cam, and smart lock configured. Completed in 4.9 hours. Customer asked about adding cameras to the package in the future.",Salt Lake City
160,2025-02-06 16:35:00,"Upgrade install at 4652 Sunrise St, replacing legacy system. New SkyControl panel, 8 sensors, and 6 HD cameras. Finished in 2.0 hours. Customer asked about adding cameras to the package in the future.",Lehi
161,2024-03-24 14:54:00,Secondary keypad at 9035 Aspen Rd in basement showing blank screen. Found wiring had come loose at terminal block. Reconnected data and power wires — keypad booted up and synced with panel.,Lehi
162,2024-03-04 09:48:00,"Upgrade install at 1779 Willow Blvd, replacing legacy system. New Smart Hub panel, 7 sensors, and 5 HD cameras. Finished in 4.4 hours. Customer mentioned this was much better than their previous provider.",Salt Lake City
163,2024-11-02 08:25:00,Video feed from 4606 Cedar Ave driveway camera cutting out intermittently. Traced to loose BNC connector at camera end. Re-terminated cable and secured connection — feed is stable.,Lehi
164,2025-02-01 15:25:00,Service call at 1774 Eastgate Way for app not updating sensor status. Panel Wi-Fi was connected but DNS was failing. Reconfigured network settings and restored real-time status updates.,Lehi
165,2025-09-15 14:02:00,Installed Smart Hub panel with 4 door/window sensors and 4 outdoor cameras at 620 Walnut St. Job took 3.9 hours including customer walkthrough. Customer mentioned this was much better than their previous provider.,Provo
166,2024-01-21 12:52:00,Customer at 9295 Dogwood Cir couldn't disarm system — keypad buttons unresponsive to touch in cold weather. Replaced aging keypad with newer model that has improved cold-weather digitizer.,Lehi
167,2025-01-17 07:32:00,Difficult install at 7012 Hickory Dr due to attic access being extremely limited. Spent 6.8 hours on-site. Customer requested callback from supervisor.,Provo
168,2025-04-12 07:58:00,"System at 3711 Meadow Ln dropped offline after power outage. Cellular module needed manual reset. Rebooted communicator, verified connection, and tested alarm signal to central station.",Salt Lake City
169,2024-01-29 13:03:00,Customer at 7012 Hickory Dr complained panel touchscreen was sluggish and freezing. Firmware update resolved the issue — panel was running version from 2023. All zones tested OK after update.,Provo
170,2025-01-20 12:29:00,"Residential install at 8379 Cypress Blvd — Smart Hub panel, 5 contact sensors, 3 motion detectors, 1 cameras. Took 4.0 hours. Customer was impressed with the app walkthrough and doorbell camera quality.",Provo
171,2024-03-06 12:17:00,Customer at 3357 Summit Dr experiencing frequent offline alerts. Wi-Fi signal at panel location was -78 dBm. Installed Wi-Fi range extender near panel — signal improved to -45 dBm and connection stabilized.,Salt Lake City
172,2025-12-26 16:52:00,"Panel at 588 Magnolia Ave rebooting intermittently. Found backup battery swollen and leaking. Battery was 4 years old. Replaced battery, cleaned corrosion from terminals, ran full diagnostic.",Provo
173,2024-12-29 10:47:00,"System at 9295 Dogwood Cir dropped offline after power outage. Cellular module needed manual reset. Rebooted communicator, verified connection, and tested alarm signal to central station.",Salt Lake City
174,2024-07-24 12:26:00,"Keypad at 1619 Northfield Blvd lost all programming after power outage. Backup battery in keypad was dead. Re-paired keypad to panel, restored user codes, and replaced keypad battery.",Lehi
175,2025-03-20 17:27:00,Secondary keypad at 9754 Lake Way in living room showing blank screen. Found wiring had come loose at terminal block. Reconnected data and power wires — keypad booted up and synced with panel.,Lehi
176,2025-05-30 16:19:00,"Completed full home security installation at 7012 Hickory Dr. Smart Hub panel, 11 door/window sensors, and 6 cameras installed in 2.9 hours. Customer was happy with the system walkthrough.",Provo
177,2026-02-07 10:10:00,"Full security package installation at 9754 Lake Way. 7 sensors, 6 cameras, doorbell cam, and smart lock configured. Completed in 4.2 hours. Customer said the system was exactly what they needed for peace of mind.",Lehi
178,2025-01-19 17:16:00,Outdoor camera at 5614 Westview Ct front porch — night vision not working. Found 5 of 8 IR LEDs had burned out after 4 years. Replaced camera and aimed for optimal coverage.,Salt Lake City
179,2025-09-12 18:08:00,Responded to 4657 River Blvd for motion detector false alarms in family room. HVAC register was directly below sensor causing air movement triggers. Repositioned detector away from vent.,Lehi
180,2025-12-05 14:21:00,Install at 3911 Juniper Way had complications — incorrect equipment shipped — had to use backup kit. Took 4.9 hours instead of the estimated 2.2. Scheduled follow-up visit to complete remaining items.,Salt Lake City
181,2025-04-12 11:16:00,Installed Smart Hub panel with 9 door/window sensors and 6 outdoor cameras at 7024 Prairie Cir. Job took 4.6 hours including customer walkthrough. Customer said the system was exactly what they needed for peace of mind.,Lehi
182,2024-05-21 17:41:00,Keypad at 7012 Hickory Dr displaying error code E-63. Reset keypad and re-enrolled to panel. Issue was caused by corrupted firmware — reflashed and keypad is operational.,Provo
183,2025-08-27 14:51:00,Service visit at 1619 Northfield Blvd — panel showing AC power loss. Traced issue to damaged outlet — wiring had come loose. Restored AC power and confirmed battery backup was charging correctly.,Lehi
184,2025-06-15 15:44:00,Install at 5981 Harbor Cir had complications — customer changing sensor locations mid-install. Took 7.8 hours instead of the estimated 6.0. Will need to return with additional parts to finish camera install.,Lehi
185,2025-04-25 14:55:00,"New construction install at 7012 Hickory Dr. Pre-wired 8 sensors and 1 cameras, mounted Smart Hub panel in utility closet. Total time 3.0 hours. Smooth install — customer was happy with clean wire management.",Lehi
186,2025-04-15 14:51:00,Secondary keypad at 1619 Northfield Blvd in family room showing blank screen. Found wiring had come loose at terminal block. Reconnected data and power wires — keypad booted up and synced with panel.,Salt Lake City
187,2025-01-07 07:52:00,Service call at 3682 Poplar Ct for app not updating sensor status. Panel Wi-Fi was connected but DNS was failing. Reconfigured network settings and restored real-time status updates.,Salt Lake City
188,2024-09-17 16:12:00,"Standard install at 588 Magnolia Ave with 9 door/window sensors, 4 motion detectors, smoke detector, and CO detector. Completed in 2.6 hours. Customer mentioned this was much better than their previous provider.",Provo
189,2025-05-31 09:31:00,Responded to 1924 Oak Dr for motion detector false alarms in garage entry. HVAC register was directly below sensor causing air movement triggers. Repositioned detector away from vent.,Salt Lake City
190,2025-02-11 12:18:00,"Panel battery replacement at 2715 Forest Pl. Customer reported chirping for 2 days. Battery was 4 years old and wouldn't hold charge above 8.7V. Installed new battery, cleared low battery alert.",Lehi
191,2025-07-29 14:37:00,Touchscreen at 1619 Northfield Blvd front entry had visible crack and ghost touches causing accidental arm/disarm. Replaced keypad under service plan and reprogrammed all user codes.,Lehi
192,2024-07-27 15:02:00,Window sensor at 6973 Ridge Ave upstairs window stuck in open status. Magnet had shifted due to window settling. Reinstalled magnet with proper spacing and tested open/close cycle.,Salt Lake City
193,2025-09-27 14:53:00,Landline-based system at 3682 Poplar Ct failing communication tests intermittently. POTS line quality has degraded significantly. Recommended and installed cellular communicator upgrade.,Lehi
194,2024-12-04 14:45:00,"Upgrade install at 9774 Spruce Cir, replacing legacy system. New Smart Hub panel, 11 sensors, and 5 HD cameras. Finished in 3.8 hours. Customer asked about adding cameras to the package in the future.",Provo
195,2024-03-10 15:10:00,Touchscreen keypad at 4657 River Blvd had unresponsive area in lower right quadrant. Screen was 5 years old. Replaced keypad and transferred user codes — all functions verified.,Provo
196,2026-03-26 08:24:00,System at 8379 Cypress Blvd failed to send alarm signal during test. Cellular communicator module was 3G — network has been sunset in this area. Upgraded to LTE module and confirmed signal strength at 5 bars.,Salt Lake City
197,2025-11-17 17:49:00,Customer at 1635 Sycamore Ln couldn't disarm system — keypad buttons unresponsive to touch in cold weather. Replaced aging keypad with newer model that has improved cold-weather digitizer.,Salt Lake City
198,2025-02-21 13:28:00,Customer at 9754 Lake Way getting nuisance CO alerts. Detector was 8 years old with heavy dust accumulation. Replaced unit and advised customer on placement away from kitchen.,Provo
199,2025-11-07 07:30:00,"Panel at 7012 Hickory Dr rebooting intermittently. Found backup battery swollen and leaking. Battery was 5 years old. Replaced battery, cleaned corrosion from terminals, ran full diagnostic.",Provo
200,2024-08-04 13:57:00,Installed Smart Hub panel with 7 door/window sensors and 1 outdoor cameras at 2647 Highland Ave. Job took 2.7 hours including customer walkthrough. Customer mentioned this was much better than their previous provider.,Salt Lake City
201,2025-11-18 08:16:00,Completed install at 1779 Willow Blvd but ran into issues with pre-existing wiring damage behind walls. Total time was 6.7 hours. Customer was understanding but asked for a discount on monthly monitoring.,Salt Lake City
202,2025-04-06 12:39:00,Service visit at 9295 Dogwood Cir — panel showing AC power loss. Traced issue to blown fuse on dedicated security circuit. Restored AC power and confirmed battery backup was charging correctly.,Salt Lake City
203,2025-07-18 08:11:00,"Residential install at 1684 Canyon Pl — SkyControl panel, 12 contact sensors, 3 motion detectors, 2 cameras. Took 4.6 hours. Customer said the system was exactly what they needed for peace of mind.",Lehi
204,2025-10-08 07:52:00,Outdoor camera at 6324 Southpark Rd garage had water intrusion. Found crack in housing from UV degradation. Replaced camera and used silicone sealant on cable entry point as added protection.,Salt Lake City
205,2025-01-07 15:00:00,Video feed from 3911 Juniper Way side yard camera cutting out intermittently. Traced to loose BNC connector at camera end. Re-terminated cable and secured connection — feed is stable.,Salt Lake City
206,2025-06-14 12:24:00,Service call at 5674 Sunset Dr for door sensor on kitchen window not communicating with panel. Found magnetic alignment was off by 1/4 inch after recent door adjustment. Realigned sensor and tested — now reporting correctly.,Lehi
207,2025-05-13 14:56:00,Installed SkyControl panel with 5 door/window sensors and 5 outdoor cameras at 1684 Canyon Pl. Job took 3.3 hours including customer walkthrough. Homeowner mentioned they'd recommend us to their neighbors.,Provo
208,2026-01-04 08:42:00,Customer at 3682 Poplar Ct reported system showing offline in app. Wi-Fi module lost connection after router was replaced. Reconnected system to new network and verified cloud connectivity.,Salt Lake City
209,2024-06-19 11:59:00,Keypad at 620 Walnut St displaying error code E-62. Reset keypad and re-enrolled to panel. Issue was caused by corrupted firmware — reflashed and keypad is operational.,Lehi
210,2026-01-11 17:21:00,Glass break sensor in den at 7024 Prairie Cir failed audio test. Sensitivity had degraded over 3 years of service. Replaced sensor and verified detection range with clap test.,Salt Lake City
211,2025-05-08 17:08:00,Customer at 1684 Canyon Pl getting nuisance CO alerts. Detector was 5 years old with heavy dust accumulation. Replaced unit and advised customer on placement away from kitchen.,Salt Lake City
212,2024-10-17 16:56:00,Service call at 5614 Westview Ct for panel beeping with battery trouble indicator. Backup battery was 6 years old and reading 10.3V. Replaced with new sealed lead-acid battery and cleared fault.,Lehi
213,2025-01-09 16:17:00,Keypad at 9754 Lake Way displaying error code E-27. Reset keypad and re-enrolled to panel. Issue was caused by corrupted firmware — reflashed and keypad is operational.,Provo
214,2025-02-14 12:51:00,Customer at 1774 Eastgate Way reported smoke detector beeping intermittently. Found battery at end of life with significant dust buildup on sensor chamber. Replaced battery and cleaned unit — tested successfully.,Lehi
215,2024-02-28 09:40:00,Customer at 4652 Sunrise St complained panel touchscreen was sluggish and freezing. Firmware update resolved the issue — panel was running version from 2022. All zones tested OK after update.,Salt Lake City
216,2025-08-23 10:33:00,Responded to repeated false alarms at 1924 Oak Dr. Motion detector in basement was being triggered by curtain movement from AC. Adjusted sensitivity and repositioned sensor to eliminate false triggers.,Provo
217,2024-10-28 12:07:00,Customer at 2647 Highland Ave reported blurry camera image on front walkway camera. Lens had spider web and debris buildup. Cleaned lens and housing — image quality restored. Adjusted motion zone settings.,Lehi
218,2025-07-02 07:44:00,"New system install at 8379 Cypress Blvd finished in 3.2 hours. Set up 5 entry sensors, 2 motion detectors, and a smart thermostat integration. Customer asked about adding cameras to the package in the future.",Lehi
219,2026-02-03 17:59:00,Panel at 588 Magnolia Ave running on backup battery continuously. Found AC transformer had failed — output was 0V instead of 16.5V. Replaced transformer and verified panel charging.,Provo
220,2025-09-27 12:31:00,"Keypad at 1619 Northfield Blvd lost all programming after power outage. Backup battery in keypad was dead. Re-paired keypad to panel, restored user codes, and replaced keypad battery.",Salt Lake City
221,2025-12-06 07:00:00,False alarm investigation at 1635 Sycamore Ln. Motion detector in garage entry triggering at night due to pet movement (cat jumping on furniture). Relocated sensor and added pet immunity lens — customer has a large German shepherd.,Lehi
222,2025-04-06 09:36:00,Customer at 1524 Cherry Pl complained panel touchscreen was sluggish and freezing. Firmware update resolved the issue — panel was running version from 2023. All zones tested OK after update.,Lehi
223,2024-11-03 11:35:00,"New system install at 1619 Northfield Blvd finished in 4.1 hours. Set up 7 entry sensors, 4 motion detectors, and a smart thermostat integration. Customer mentioned this was much better than their previous provider.",Lehi
224,2025-01-04 12:35:00,"System at 1774 Eastgate Way dropped offline after power outage. Cellular module needed manual reset. Rebooted communicator, verified connection, and tested alarm signal to central station.",Salt Lake City
225,2025-10-08 09:55:00,Alarm at 7012 Hickory Dr failed to report during quarterly test. 3G module was intermittent — carrier towers no longer supporting 3G in this zip code. Swapped to LTE communicator and ran successful test.,Lehi
226,2024-06-20 09:54:00,"Full security package installation at 509 Maple St. 7 sensors, 2 cameras, doorbell cam, and smart lock configured. Completed in 4.0 hours. Customer mentioned this was much better than their previous provider.",Provo
227,2026-02-28 13:33:00,Completed install at 2386 Birch Way but ran into issues with customer changing sensor locations mid-install. Total time was 5.2 hours. Will need to return with additional parts to finish camera install.,Provo
228,2024-06-23 07:02:00,Service call at 6973 Ridge Ave for app not updating sensor status. Panel Wi-Fi was connected but DNS was failing. Reconfigured network settings and restored real-time status updates.,Lehi
229,2024-11-11 12:26:00,"Completed full home security installation at 8379 Cypress Blvd. SkyControl panel, 9 door/window sensors, and 3 cameras installed in 2.0 hours. Customer was impressed with the technology.",Lehi
230,2026-02-23 13:51:00,Responded to 534 Hawthorn Pl for motion detector false alarms in hallway. HVAC register was directly below sensor causing air movement triggers. Repositioned detector away from vent.,Provo
231,2025-10-26 18:34:00,Customer at 9963 Redwood Rd reported smoke detector beeping intermittently. Found battery at end of life with significant dust buildup on sensor chamber. Replaced battery and cleaned unit — tested successfully.,Provo
232,2024-05-08 18:28:00,Installed SkyControl panel with 9 door/window sensors and 4 outdoor cameras at 1924 Oak Dr. Job took 2.0 hours including customer walkthrough. Customer rated the experience 5 stars on the post-install survey.,Lehi
233,2024-12-04 08:53:00,"Standard install at 9774 Spruce Cir with 6 door/window sensors, 3 motion detectors, smoke detector, and CO detector. Completed in 2.2 hours. Customer said the system was exactly what they needed for peace of mind.",Provo
234,2026-02-28 14:15:00,Difficult install at 4606 Cedar Ave due to outdated wiring that needed to be replaced. Spent 8.0 hours on-site. Left extra business cards — customer said they'd think about upgrading.,Salt Lake City
235,2025-05-07 17:19:00,Glass break sensor in hallway at 588 Magnolia Ave failed audio test. Sensitivity had degraded over 3 years of service. Replaced sensor and verified detection range with clap test.,Salt Lake City
236,2025-05-26 08:43:00,Service call at 5981 Harbor Cir for door sensor on kitchen window not communicating with panel. Found magnetic alignment was off by 1/4 inch after recent door adjustment. Realigned sensor and tested — now reporting correctly.,Salt Lake City
237,2025-07-26 11:34:00,Installed Smart Hub panel with 11 door/window sensors and 3 outdoor cameras at 4652 Sunrise St. Job took 3.6 hours including customer walkthrough. Customer mentioned this was much better than their previous provider.,Salt Lake City
238,2025-07-08 12:29:00,Doorbell camera at 1924 Oak Dr showing washed-out image in afternoon. Direct sunlight was hitting lens. Installed wedge mount to angle camera down and adjusted HDR settings.,Provo
239,2024-04-08 15:42:00,Installed SkyControl panel with 7 door/window sensors and 1 outdoor cameras at 3757 Elm Ct. Job took 2.5 hours including customer walkthrough. Smooth install — customer was happy with clean wire management.,Salt Lake City
240,2025-09-30 18:37:00,"Full security package installation at 8379 Cypress Blvd. 4 sensors, 2 cameras, doorbell cam, and smart lock configured. Completed in 3.8 hours. Customer mentioned this was much better than their previous provider.",Lehi
241,2025-07-25 18:56:00,Window sensor at 4657 River Blvd master bedroom window stuck in open status. Magnet had shifted due to window settling. Reinstalled magnet with proper spacing and tested open/close cycle.,Lehi
242,2025-10-02 09:35:00,Window sensor at 1774 Eastgate Way kitchen window stuck in open status. Magnet had shifted due to window settling. Reinstalled magnet with proper spacing and tested open/close cycle.,Salt Lake City
243,2026-01-13 12:38:00,"Panel battery replacement at 3911 Juniper Way. Customer reported chirping for 2 days. Battery was 6 years old and wouldn't hold charge above 8.0V. Installed new battery, cleared low battery alert.",Lehi
244,2024-01-23 18:52:00,Video feed from 9963 Redwood Rd front walkway camera cutting out intermittently. Traced to loose BNC connector at camera end. Re-terminated cable and secured connection — feed is stable.,Salt Lake City
245,2024-06-26 14:52:00,Window sensor at 1619 Northfield Blvd master bedroom window stuck in open status. Magnet had shifted due to window settling. Reinstalled magnet with proper spacing and tested open/close cycle.,Salt Lake City
246,2025-07-06 16:09:00,Panel at 3357 Summit Dr running on backup battery continuously. Found AC transformer had failed — output was 0V instead of 16.5V. Replaced transformer and verified panel charging.,Salt Lake City
247,2024-03-28 13:32:00,Customer at 206 Mountain Rd complained panel touchscreen was sluggish and freezing. Firmware update resolved the issue — panel was running version from 2021. All zones tested OK after update.,Lehi
248,2025-01-09 12:12:00,Service visit at 3357 Summit Dr — window sensor on side door showing tamper alert. Found sensor housing had cracked and reed switch was intermittent. Replaced sensor and re-enrolled to panel.,Lehi
249,2024-01-15 12:44:00,Touchscreen keypad at 9035 Aspen Rd had unresponsive area in lower right quadrant. Screen was 7 years old. Replaced keypad and transferred user codes — all functions verified.,Salt Lake City
250,2024-10-04 07:29:00,Install at 1924 Oak Dr had complications — Wi-Fi dead zones requiring additional access points. Took 5.7 hours instead of the estimated 2.9. Will need to return with additional parts to finish camera install.,Salt Lake City
251,2025-12-27 08:57:00,Camera at 3357 Summit Dr front porch fogging up during rain. Weatherproof housing gasket had deteriorated. Replaced housing seal and applied anti-fog treatment to lens cover.,Salt Lake City
252,2025-05-28 11:51:00,Customer at 4112 Pine Ln couldn't disarm system — keypad buttons unresponsive to touch in cold weather. Replaced aging keypad with newer model that has improved cold-weather digitizer.,Salt Lake City
253,2025-09-11 12:28:00,Install at 5614 Westview Ct had complications — pre-existing wiring damage behind walls. Took 5.1 hours instead of the estimated 3.0. Customer requested callback from supervisor.,Provo
254,2025-07-24 15:46:00,Installed Smart Hub panel with 10 door/window sensors and 4 outdoor cameras at 9035 Aspen Rd. Job took 4.2 hours including customer walkthrough. Homeowner mentioned they'd recommend us to their neighbors.,Salt Lake City
255,2024-05-14 09:01:00,Outdoor camera at 5981 Harbor Cir back patio had water intrusion. Found crack in housing from UV degradation. Replaced camera and used silicone sealant on cable entry point as added protection.,Lehi
256,2024-07-16 10:02:00,Service visit at 4657 River Blvd — window sensor on basement window showing tamper alert. Found sensor housing had cracked and reed switch was intermittent. Replaced sensor and re-enrolled to panel.,Salt Lake City
257,2025-02-07 16:47:00,Outdoor camera at 1619 Northfield Blvd front porch — night vision not working. Found 4 of 11 IR LEDs had burned out after 3 years. Replaced camera and aimed for optimal coverage.,Provo
258,2025-04-17 09:27:00,Responded to 534 Hawthorn Pl for motion detector false alarms in great room. HVAC register was directly below sensor causing air movement triggers. Repositioned detector away from vent.,Lehi
259,2024-04-02 11:20:00,Responded to repeated false alarms at 7012 Hickory Dr. Motion detector in great room was being triggered by curtain movement from AC. Adjusted sensitivity and repositioned sensor to eliminate false triggers.,Provo
260,2026-02-26 18:03:00,Customer at 4657 River Blvd reporting constant beeping from keypad that won't stop. Found tamper switch was partially triggered due to loose mounting. Remounted keypad securely and cleared tamper alert.,Salt Lake City
